"season","holiday","workingday","weather","temp","atemp","humidity","windspeed","weekday","hour","day","month","year","count"
2,0,1,1,0.765019604256603,0.869302691887339,41,0.86930269188734,3,11,14,6,2011,143
4,0,1,1,-1.23811427501578,-1.46314105078776,60,-1.46314105078776,5,8,1,12,2011,477
1,0,1,1,-1.23811427501578,-1.28372230135122,52,-1.28372230135122,3,14,4,1,2011,63
3,0,1,1,1.60844439552919,1.58697768963352,49,1.58697768963352,3,14,5,7,2011,178
4,0,0,1,-0.500117582652272,-0.386628554168485,62,-0.386628554168485,7,22,13,10,2012,189
2,0,1,2,0.765019604256603,0.779889387712691,65,0.779889387712691,4,10,13,6,2012,198
2,0,1,1,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,4,17,4,5,2011,410
4,0,1,2,-1.23811427501578,-1.46314105078776,87,-1.46314105078776,5,0,8,12,2011,21
4,0,0,1,-0.710973780470418,-0.745466053041578,62,-0.745466053041578,7,21,15,12,2012,184
3,0,1,1,2.3464410878927,2.39465813264161,38,2.39465813264161,4,14,18,7,2012,170
4,0,1,3,-0.183833285925053,-0.11779650055729,100,-0.11779650055729,4,5,7,12,2011,3
2,0,0,2,-0.710973780470418,-0.745466053041578,87,-0.745466053041578,7,3,16,4,2011,14
4,0,1,2,0.448735307529384,0.421051888839598,94,0.421051888839598,4,22,19,10,2011,107
3,0,0,1,1.81930059334733,1.58697768963352,39,1.58697768963352,1,21,1,7,2012,258
1,0,1,1,-1.02725807719764,-1.01489024774002,62,-1.01489024774002,3,1,15,3,2011,10
3,0,0,1,1.71387249443826,1.85640188433197,56,1.85640188433197,1,9,1,7,2012,219
4,0,1,1,0.0270229118930925,0.0616222488792559,68,0.061622248879256,2,18,3,12,2012,692
4,0,1,1,-0.921829978288564,-0.924884802478124,70,-0.924884802478124,5,7,15,12,2011,258
2,0,0,1,0.343307208620311,0.3310464435777,78,0.3310464435777,1,18,15,5,2011,237
2,0,1,1,0.343307208620311,0.3310464435777,52,0.3310464435777,5,23,7,6,2012,177
1,0,1,3,-1.44897047283393,-1.46314105078776,93,-1.46314105078776,4,1,2,2,2011,3
1,0,0,1,-1.23811427501578,-1.19430899717657,75,-1.19430899717657,7,6,7,1,2012,7
2,0,1,2,0.765019604256603,0.779889387712691,69,0.779889387712691,3,19,8,5,2012,458
2,0,0,1,1.18673199989289,1.22814019076043,62,1.22814019076043,7,10,18,6,2011,244
2,0,0,1,1.71387249443826,1.40755894019698,28,1.40755894019698,1,19,10,6,2012,375
2,0,0,1,-0.183833285925053,-0.11779650055729,23,-0.11779650055729,7,12,7,4,2012,590
2,0,0,1,0.765019604256603,0.779889387712691,19,0.779889387712691,1,16,8,4,2012,476
4,0,1,1,0.448735307529384,0.421051888839598,56,0.421051888839598,3,16,4,10,2011,309
1,0,0,2,-1.23811427501578,-1.37372774661312,81,-1.37372774661312,7,13,11,2,2012,235
4,0,1,1,-0.816401879379491,-0.65605274886693,87,-0.65605274886693,4,1,9,11,2011,10
1,0,1,1,-0.816401879379491,-1.01489024774002,46,-1.01489024774002,2,6,14,2,2011,26
4,0,0,2,-0.710973780470418,-0.924884802478124,46,-0.924884802478124,7,15,3,11,2012,448
1,0,1,1,-0.183833285925053,-0.11779650055729,47,-0.11779650055729,4,13,1,2,2012,186
1,0,1,1,-1.554398571743,-1.46314105078776,40,-1.46314105078776,5,20,3,3,2011,70
1,0,0,1,-1.76525476956115,-2.0914027443593,40,-2.0914027443593,1,11,9,1,2011,49
1,0,1,1,-1.87068286847022,-2.0914027443593,59,-2.0914027443593,3,7,3,1,2012,170
1,0,0,3,-0.710973780470418,-0.745466053041578,76,-0.745466053041578,1,14,2,1,2011,59
4,0,0,1,0.65959150534753,0.869302691887339,29,0.86930269188734,7,16,15,10,2011,443
4,0,1,1,-0.394689483743199,-0.297215249993837,62,-0.297215249993837,5,5,6,10,2011,24
4,0,1,2,0.237879109711238,0.241633139403052,60,0.241633139403052,3,14,15,11,2011,147
3,0,1,2,1.60844439552919,1.85640188433197,63,1.85640188433197,6,19,3,8,2012,469
3,0,0,1,1.39758819771104,1.31814563602233,55,1.31814563602233,1,19,17,7,2011,379
3,0,1,1,0.132451010802165,0.151627694141154,68,0.151627694141154,2,7,10,9,2012,447
4,0,0,1,0.765019604256603,0.869302691887339,44,0.86930269188734,1,12,9,10,2011,455
4,0,0,1,-1.13268617610671,-0.924884802478124,75,-0.924884802478124,1,3,4,12,2011,41
3,0,1,1,0.870447703165676,0.779889387712691,83,0.779889387712691,5,6,9,8,2012,167
2,0,0,2,1.08130390098382,1.04872144132389,48,1.04872144132389,7,20,4,6,2011,239
4,0,1,2,0.0270229118930925,0.0616222488792559,55,0.061622248879256,2,7,17,10,2011,309
3,0,1,1,1.08130390098382,1.13872688658578,84,1.13872688658578,5,3,6,9,2012,9
1,0,0,1,-0.500117582652272,-0.386628554168485,37,-0.386628554168485,1,15,8,1,2012,330
2,0,1,1,0.448735307529384,0.421051888839598,43,0.421051888839598,2,19,9,5,2011,384
3,0,1,2,0.765019604256603,0.779889387712691,65,0.779889387712691,2,14,17,9,2012,332
4,0,1,2,-1.13268617610671,-1.28372230135122,52,-1.28372230135122,4,4,7,11,2012,9
4,0,0,1,-1.44897047283393,-1.46314105078776,64,-1.46314105078776,1,9,18,12,2011,81
1,0,1,2,-0.289261384834126,-0.207209804731939,94,-0.207209804731939,6,21,16,3,2012,152
1,0,1,1,-1.44897047283393,-1.46314105078776,80,-1.46314105078776,3,6,15,3,2011,35
1,0,1,1,-1.34354237392486,-1.46314105078776,44,-1.46314105078776,5,14,19,1,2012,119
3,0,0,1,0.765019604256603,0.869302691887339,57,0.86930269188734,1,10,9,9,2012,495
2,0,1,2,0.132451010802165,0.151627694141154,83,0.151627694141154,6,0,13,5,2011,52
2,0,1,2,1.29216009880197,1.40755894019698,79,1.40755894019698,5,0,9,6,2011,47
3,0,0,1,1.18673199989289,1.04872144132389,32,1.04872144132389,1,15,9,9,2012,696
2,0,1,1,0.870447703165676,0.869302691887339,27,0.86930269188734,6,12,3,6,2011,259
4,0,0,1,-1.23811427501578,-1.28372230135122,56,-1.28372230135122,7,0,19,11,2011,53
3,0,0,1,0.765019604256603,0.689883942450793,78,0.689883942450793,1,8,11,9,2011,94
4,0,1,1,-0.921829978288564,-0.745466053041578,39,-0.745466053041578,5,15,6,12,2012,270
3,0,1,2,1.39758819771104,1.49756438545888,66,1.49756438545888,6,21,3,8,2012,278
1,0,1,1,-1.34354237392486,-1.37372774661312,70,-1.37372774661312,2,5,14,3,2011,8
2,0,0,1,0.0270229118930925,0.0616222488792559,68,0.061622248879256,1,5,3,6,2012,12
4,0,0,1,-0.921829978288564,-0.835471498303476,61,-0.835471498303476,7,10,3,12,2011,195
1,0,0,1,-1.76525476956115,-1.82197854966086,47,-1.82197854966086,7,2,14,1,2012,38
3,0,1,1,1.50301629662011,1.31814563602233,43,1.31814563602233,2,19,2,7,2012,581
3,0,1,1,1.18673199989289,1.22814019076043,62,1.22814019076043,2,7,8,8,2011,267
4,0,1,1,-0.183833285925053,-0.11779650055729,59,-0.11779650055729,3,19,8,11,2011,278
3,0,0,1,1.29216009880197,1.31814563602233,66,1.31814563602233,1,18,14,8,2011,347
3,0,0,1,1.29216009880197,1.31814563602233,70,1.31814563602233,1,7,1,7,2012,50
3,0,0,1,1.39758819771104,1.22814019076043,45,1.22814019076043,7,20,2,7,2011,284
2,0,0,1,0.870447703165676,0.779889387712691,78,0.779889387712691,1,23,19,6,2011,92
1,0,1,3,-0.289261384834126,-0.207209804731939,0,-0.207209804731939,5,18,10,3,2011,82
3,0,0,1,1.08130390098382,1.13872688658578,74,1.13872688658578,1,10,4,9,2011,297
3,0,0,1,1.50301629662011,1.58697768963352,59,1.58697768963352,1,17,8,7,2012,270
3,0,0,1,1.39758819771104,1.13872688658578,37,1.13872688658578,7,14,18,8,2012,598
2,0,1,1,0.343307208620311,0.3310464435777,88,0.3310464435777,6,8,4,5,2012,618
2,0,1,1,1.18673199989289,1.04872144132389,30,1.04872144132389,4,16,13,6,2012,392
2,0,1,1,0.343307208620311,0.3310464435777,94,0.3310464435777,4,12,18,5,2011,54
1,0,0,2,-0.921829978288564,-1.01489024774002,39,-1.01489024774002,7,21,15,1,2011,57
2,0,1,1,-0.289261384834126,-0.207209804731939,54,-0.207209804731939,3,3,10,5,2011,4
4,0,0,1,-0.710973780470418,-0.65605274886693,50,-0.65605274886693,7,18,17,11,2012,271
3,0,1,1,1.81930059334733,1.67698313489542,44,1.67698313489542,5,18,7,7,2011,562
4,0,0,1,-1.13268617610671,-1.28372230135122,45,-1.28372230135122,7,15,17,12,2011,228
1,0,1,1,-0.710973780470418,-0.745466053041578,66,-0.745466053041578,5,8,17,3,2011,299
4,0,1,1,-1.23811427501578,-1.10430355191467,70,-1.10430355191467,6,0,2,12,2011,38
2,0,1,1,-0.816401879379491,-1.01489024774002,53,-1.01489024774002,6,3,6,4,2012,8
4,0,0,1,-0.816401879379491,-0.745466053041578,81,-0.745466053041578,1,0,11,11,2012,124
3,0,1,1,1.29216009880197,1.13872688658578,51,1.13872688658578,5,0,5,7,2012,88
1,0,0,2,-1.76525476956115,-1.82197854966086,74,-1.82197854966086,7,6,8,1,2011,2
3,0,1,2,0.554163406438457,0.421051888839598,88,0.421051888839598,2,1,15,8,2011,10
1,0,1,2,-1.02725807719764,-1.01489024774002,45,-1.01489024774002,3,11,14,2,2012,112
1,0,1,1,-1.23811427501578,-1.46314105078776,48,-1.46314105078776,5,12,9,2,2012,158
4,0,1,1,-0.605545681561345,-0.476633999430383,40,-0.476633999430383,6,16,2,11,2012,421
3,0,0,3,1.39758819771104,1.49756438545888,67,1.49756438545888,7,20,1,9,2012,207
3,0,1,1,0.343307208620311,0.3310464435777,83,0.3310464435777,5,4,1,9,2011,7
2,0,1,1,0.448735307529384,0.421051888839598,83,0.421051888839598,2,19,16,5,2011,308
1,0,1,3,-0.710973780470418,-0.745466053041578,93,-0.745466053041578,5,2,12,1,2012,2
3,0,1,1,0.765019604256603,0.689883942450793,78,0.689883942450793,3,21,13,9,2011,245
2,0,1,1,0.870447703165676,0.869302691887339,54,0.86930269188734,2,12,16,5,2011,209
3,0,0,1,1.39758819771104,1.22814019076043,40,1.22814019076043,1,16,12,8,2012,513
2,0,1,3,0.132451010802165,0.151627694141154,94,0.151627694141154,3,6,17,5,2011,49
1,0,0,3,-1.76525476956115,-1.73256524548621,93,-1.73256524548621,7,9,8,1,2011,20
1,0,1,2,-1.76525476956115,-1.46314105078776,69,-1.46314105078776,6,22,14,1,2011,36
3,0,0,2,0.870447703165676,0.689883942450793,89,0.689883942450793,7,19,11,8,2012,275
1,0,1,3,-0.605545681561345,-0.476633999430383,0,-0.476633999430383,5,7,10,3,2011,37
1,0,0,1,-1.02725807719764,-1.19430899717657,28,-1.19430899717657,7,11,12,2,2011,114
4,0,0,1,-1.554398571743,-1.46314105078776,75,-1.46314105078776,1,23,18,12,2011,37
4,0,1,1,-0.816401879379491,-0.745466053041578,93,-0.745466053041578,2,5,3,12,2012,38
1,0,0,1,-0.605545681561345,-0.476633999430383,62,-0.476633999430383,7,21,12,3,2011,82
2,0,1,2,0.132451010802165,0.151627694141154,59,0.151627694141154,3,23,10,5,2011,81
2,0,1,2,-0.394689483743199,-0.297215249993837,58,-0.297215249993837,4,6,4,4,2012,126
2,0,0,1,1.39758819771104,1.13872688658578,35,1.13872688658578,7,20,9,6,2012,363
4,0,1,1,-0.183833285925053,-0.11779650055729,82,-0.11779650055729,3,6,18,10,2011,109
4,0,1,1,-0.183833285925053,-0.11779650055729,63,-0.11779650055729,3,11,8,11,2011,147
1,0,1,3,-0.921829978288564,-0.924884802478124,93,-0.924884802478124,4,22,9,3,2011,21
4,0,0,3,-0.500117582652272,-0.386628554168485,82,-0.386628554168485,7,9,1,10,2011,129
3,0,1,2,1.08130390098382,1.04872144132389,61,1.04872144132389,6,16,2,9,2011,381
3,0,0,2,0.870447703165676,0.869302691887339,36,0.86930269188734,7,16,15,9,2012,783
4,0,1,2,-0.710973780470418,-0.65605274886693,57,-0.65605274886693,4,13,14,12,2011,133
1,0,1,3,-1.02725807719764,-0.924884802478124,61,-0.924884802478124,4,15,8,2,2012,54
3,0,0,2,1.08130390098382,1.04872144132389,54,1.04872144132389,7,3,14,7,2012,40
1,0,1,2,-1.76525476956115,-1.46314105078776,93,-1.46314105078776,3,9,1,2,2011,116
2,0,1,2,0.0270229118930925,0.0616222488792559,63,0.061622248879256,3,1,1,5,2012,21
4,0,0,1,-1.02725807719764,-1.01489024774002,61,-1.01489024774002,7,9,12,11,2011,160
1,0,0,3,-1.44897047283393,-1.46314105078776,100,-1.46314105078776,7,12,5,2,2011,52
1,0,1,1,-1.87068286847022,-1.55314649604966,59,-1.55314649604966,6,7,4,2,2011,87
4,0,1,1,-0.605545681561345,-0.476633999430383,83,-0.476633999430383,3,7,9,10,2012,362
4,0,0,1,-1.34354237392486,-1.10430355191467,87,-1.10430355191467,1,3,6,11,2011,9
3,0,1,1,1.60844439552919,1.58697768963352,49,1.58697768963352,3,19,9,8,2011,371
2,0,1,2,0.237879109711238,0.241633139403052,88,0.241633139403052,3,9,17,5,2011,207
3,0,1,1,1.08130390098382,1.13872688658578,74,1.13872688658578,2,0,18,7,2011,51
3,0,0,2,1.08130390098382,1.13872688658578,84,1.13872688658578,1,3,7,8,2011,32
4,0,0,1,-0.183833285925053,-0.11779650055729,55,-0.11779650055729,1,16,6,11,2011,347
1,0,1,1,-0.710973780470418,-0.835471498303476,50,-0.835471498303476,6,12,6,1,2012,191
2,0,1,1,0.448735307529384,0.421051888839598,60,0.421051888839598,3,22,14,6,2011,188
4,1,0,1,-0.605545681561345,-0.476633999430383,87,-0.476633999430383,2,6,12,11,2012,71
1,0,0,1,-1.65982667065207,-1.82197854966086,43,-1.82197854966086,7,21,14,1,2012,69
1,0,1,2,-1.554398571743,-1.46314105078776,59,-1.46314105078776,3,13,11,1,2011,52
1,0,0,1,-0.500117582652272,-0.386628554168485,35,-0.386628554168485,1,21,13,2,2011,51
1,0,1,1,-0.816401879379491,-0.835471498303476,25,-0.835471498303476,2,19,13,2,2012,263
3,0,1,1,1.71387249443826,1.58697768963352,41,1.58697768963352,2,17,6,8,2012,858
1,0,0,1,-0.289261384834126,-0.207209804731939,47,-0.207209804731939,1,20,11,3,2012,171
4,0,1,1,-0.500117582652272,-0.386628554168485,40,-0.386628554168485,2,20,19,12,2011,206
2,0,1,1,0.237879109711238,0.241633139403052,45,0.241633139403052,3,21,3,4,2012,243
4,0,1,3,0.237879109711238,0.241633139403052,94,0.241633139403052,4,22,12,10,2011,43
1,0,0,1,-0.289261384834126,-0.207209804731939,38,-0.207209804731939,7,22,7,1,2012,109
4,0,1,3,0.343307208620311,0.3310464435777,94,0.3310464435777,4,17,19,10,2011,181
4,0,1,1,-0.921829978288564,-0.924884802478124,53,-0.924884802478124,3,21,11,12,2012,207
3,0,0,1,1.39758819771104,1.31814563602233,55,1.31814563602233,1,10,10,7,2011,268
1,0,1,1,-1.76525476956115,-1.82197854966086,50,-1.82197854966086,2,20,10,1,2011,74
4,1,0,1,1.18673199989289,1.04872144132389,37,1.04872144132389,2,13,10,10,2011,365
2,0,0,1,0.448735307529384,0.421051888839598,64,0.421051888839598,7,7,9,6,2012,87
2,0,0,1,1.60844439552919,1.31814563602233,29,1.31814563602233,7,19,9,6,2012,360
3,0,0,1,1.29216009880197,1.22814019076043,62,1.22814019076043,1,21,17,7,2011,207
3,0,0,2,0.870447703165676,0.689883942450793,89,0.689883942450793,7,3,8,9,2012,43
2,0,1,1,1.08130390098382,1.04872144132389,65,1.04872144132389,3,12,19,6,2012,292
1,0,0,1,-1.34354237392486,-1.37372774661312,60,-1.37372774661312,1,3,11,3,2012,66
4,0,1,1,-1.87068286847022,-1.82197854966086,93,-1.82197854966086,2,5,19,12,2011,21
2,0,0,1,0.554163406438457,0.869302691887339,56,0.86930269188734,7,23,19,5,2012,239
2,1,0,1,0.765019604256603,0.869302691887339,53,0.86930269188734,2,0,16,4,2012,41
2,1,0,1,-0.289261384834126,-0.207209804731939,62,-0.207209804731939,6,8,15,4,2011,300
3,0,1,1,1.29216009880197,1.13872688658578,51,1.13872688658578,3,20,16,8,2011,280
1,0,0,2,-0.183833285925053,-0.11779650055729,88,-0.11779650055729,1,0,2,1,2011,17
4,0,1,1,-0.816401879379491,-0.835471498303476,46,-0.835471498303476,4,12,14,11,2012,240
3,0,1,1,1.71387249443826,1.67698313489542,46,1.67698313489542,2,15,6,8,2012,274
4,0,1,1,-0.183833285925053,-0.11779650055729,88,-0.11779650055729,2,23,10,12,2012,84
3,0,1,1,1.29216009880197,1.22814019076043,58,1.22814019076043,4,20,17,8,2011,280
1,0,1,1,-0.921829978288564,-1.10430355191467,53,-1.10430355191467,6,0,3,2,2012,38
2,0,0,1,0.870447703165676,0.869302691887339,39,0.86930269188734,1,12,3,6,2012,684
1,0,1,1,-1.65982667065207,-1.82197854966086,29,-1.82197854966086,5,13,10,2,2011,62
1,0,1,2,-1.65982667065207,-1.64255980022431,93,-1.64255980022431,3,10,10,1,2012,83
1,0,1,2,-1.44897047283393,-1.28372230135122,93,-1.28372230135122,4,5,19,1,2011,7
3,0,0,1,2.45186918680177,2.57407688207815,36,2.57407688207815,1,14,8,7,2012,312
4,0,1,1,-0.816401879379491,-0.745466053041578,66,-0.745466053041578,6,17,9,12,2011,362
1,0,1,1,-1.44897047283393,-1.64255980022431,37,-1.64255980022431,6,10,7,1,2011,63
1,0,0,1,-0.500117582652272,-0.386628554168485,35,-0.386628554168485,1,19,13,2,2011,61
2,0,1,1,0.448735307529384,0.421051888839598,43,0.421051888839598,5,14,19,4,2012,237
4,0,0,1,-0.921829978288564,-0.924884802478124,61,-0.924884802478124,7,10,15,12,2012,273
4,0,0,1,-0.921829978288564,-0.745466053041578,76,-0.745466053041578,7,8,10,11,2012,146
3,0,1,1,1.39758819771104,1.40755894019698,58,1.40755894019698,4,22,18,7,2012,288
4,0,1,2,-0.710973780470418,-0.65605274886693,57,-0.65605274886693,4,17,14,12,2011,396
3,0,1,1,1.29216009880197,1.22814019076043,55,1.22814019076043,6,19,5,8,2011,372
4,0,1,1,-0.0784051870159804,-0.0277910552953925,77,-0.0277910552953925,4,0,5,10,2011,43
2,0,1,1,0.870447703165676,0.869302691887339,65,0.86930269188734,2,17,2,5,2011,537
1,0,1,1,-0.0784051870159804,-0.0277910552953925,41,-0.0277910552953925,5,12,17,2,2011,101
2,0,1,1,0.343307208620311,0.3310464435777,56,0.3310464435777,6,2,8,6,2012,19
1,0,1,1,0.870447703165676,0.869302691887339,36,0.86930269188734,6,16,18,2,2011,232
4,0,1,1,0.0270229118930925,0.0616222488792559,31,0.061622248879256,5,13,11,10,2012,291
4,0,1,2,-0.500117582652272,-0.386628554168485,82,-0.386628554168485,2,22,3,10,2011,91
1,0,1,1,-1.23811427501578,-1.01489024774002,23,-1.01489024774002,5,16,3,3,2011,71
2,0,0,2,-0.183833285925053,-0.11779650055729,88,-0.11779650055729,7,12,16,4,2011,32
3,0,1,2,1.18673199989289,1.13872688658578,51,1.13872688658578,2,8,13,8,2012,673
2,0,0,1,1.29216009880197,1.04872144132389,28,1.04872144132389,7,13,4,6,2011,456
2,0,1,1,1.08130390098382,1.04872144132389,65,1.04872144132389,6,12,17,6,2011,243
2,0,1,3,0.448735307529384,0.421051888839598,60,0.421051888839598,2,23,11,4,2011,54
1,0,1,3,-0.816401879379491,-0.924884802478124,87,-0.924884802478124,4,23,11,1,2012,9
2,0,1,1,0.343307208620311,0.3310464435777,26,0.3310464435777,5,17,5,5,2011,533
4,0,1,2,0.554163406438457,0.689883942450793,73,0.689883942450793,3,13,11,10,2011,180
3,0,1,1,1.71387249443826,1.58697768963352,43,1.58697768963352,2,19,8,8,2011,416
2,0,1,1,0.765019604256603,0.869302691887339,44,0.86930269188734,3,13,14,6,2011,209
3,0,1,1,1.39758819771104,1.40755894019698,62,1.40755894019698,5,16,4,8,2011,290
1,0,1,1,-1.23811427501578,-1.46314105078776,44,-1.46314105078776,5,15,19,1,2012,127
3,0,1,1,0.65959150534753,0.689883942450793,73,0.689883942450793,5,3,15,9,2011,8
3,0,1,2,1.39758819771104,1.49756438545888,70,1.49756438545888,3,8,19,7,2011,412
4,0,1,1,-1.44897047283393,-1.28372230135122,64,-1.28372230135122,6,0,14,12,2012,47
4,0,1,1,-0.394689483743199,-0.297215249993837,38,-0.297215249993837,6,15,16,11,2012,267
4,0,1,1,-0.0784051870159804,-0.0277910552953925,48,-0.0277910552953925,3,19,16,10,2012,531
2,0,0,1,0.65959150534753,0.869302691887339,46,0.86930269188734,1,11,15,4,2012,528
2,0,0,1,0.554163406438457,0.869302691887339,56,0.86930269188734,1,9,13,5,2012,222
2,0,1,1,0.765019604256603,0.869302691887339,57,0.86930269188734,3,1,17,4,2012,11
1,0,0,1,-0.289261384834126,-0.207209804731939,44,-0.207209804731939,7,13,7,1,2012,445
2,0,1,2,0.0270229118930925,0.0616222488792559,88,0.061622248879256,6,5,13,5,2011,25
2,0,1,1,-0.289261384834126,-0.207209804731939,30,-0.207209804731939,2,3,9,4,2012,3
4,0,1,2,0.343307208620311,0.3310464435777,83,0.3310464435777,6,3,19,10,2012,5
2,0,1,2,1.18673199989289,1.13872688658578,58,1.13872688658578,3,9,7,6,2011,217
3,0,0,1,1.71387249443826,1.40755894019698,30,1.40755894019698,7,18,2,7,2011,383
1,0,1,1,-1.87068286847022,-2.0013972990974,69,-2.0013972990974,6,10,11,2,2011,44
1,0,1,1,-1.554398571743,-1.46314105078776,47,-1.46314105078776,5,20,3,2,2011,109
4,0,1,1,-1.23811427501578,-1.37372774661312,56,-1.37372774661312,5,6,13,12,2012,114
2,0,0,2,0.765019604256603,0.869302691887339,61,0.86930269188734,1,2,5,6,2011,64
1,0,0,1,-1.23811427501578,-1.28372230135122,60,-1.28372230135122,1,5,6,2,2011,1
1,0,0,2,-1.554398571743,-1.46314105078776,40,-1.46314105078776,1,23,16,1,2011,18
3,0,0,1,0.65959150534753,0.779889387712691,65,0.779889387712691,7,0,16,7,2011,110
1,0,1,1,-1.13268617610671,-1.19430899717657,52,-1.19430899717657,6,11,4,3,2011,89
2,0,1,2,0.343307208620311,0.3310464435777,73,0.3310464435777,5,3,16,6,2011,4
2,0,1,2,0.448735307529384,0.421051888839598,49,0.421051888839598,2,14,18,4,2011,144
3,0,0,1,-0.183833285925053,-0.11779650055729,72,-0.11779650055729,7,0,17,9,2011,108
2,0,1,3,0.0270229118930925,0.0616222488792559,82,0.061622248879256,5,22,19,5,2011,79
4,0,1,1,0.448735307529384,0.421051888839598,94,0.421051888839598,6,1,14,10,2011,24
4,1,0,3,-0.394689483743199,-0.297215249993837,58,-0.297215249993837,2,15,8,10,2012,370
1,0,1,1,-1.34354237392486,-1.10430355191467,60,-1.10430355191467,2,10,9,1,2012,108
4,0,1,3,0.237879109711238,0.241633139403052,70,0.241633139403052,4,8,19,10,2011,210
4,0,0,1,-0.710973780470418,-0.745466053041578,76,-0.745466053041578,1,20,4,12,2011,124
2,0,1,1,-0.183833285925053,-0.11779650055729,67,-0.11779650055729,3,2,19,4,2011,13
3,0,0,1,1.08130390098382,1.13872688658578,84,1.13872688658578,1,20,5,8,2012,193
1,0,1,2,-0.500117582652272,-0.386628554168485,71,-0.386628554168485,4,12,16,3,2011,88
1,0,0,3,-1.554398571743,-1.46314105078776,100,-1.46314105078776,7,9,5,2,2011,20
3,0,1,1,0.765019604256603,0.869302691887339,33,0.86930269188734,3,12,11,9,2012,316
1,0,1,1,-0.289261384834126,-0.207209804731939,62,-0.207209804731939,4,23,7,3,2012,62
1,0,1,1,-0.816401879379491,-0.835471498303476,36,-0.835471498303476,5,16,9,2,2012,238
1,0,1,1,-0.710973780470418,-0.745466053041578,50,-0.745466053041578,3,20,7,2,2012,212
1,0,1,1,0.132451010802165,0.151627694141154,42,0.151627694141154,5,15,17,3,2011,125
4,0,1,1,-0.0784051870159804,-0.0277910552953925,55,-0.0277910552953925,5,17,3,11,2011,498
1,0,1,2,-1.44897047283393,-1.46314105078776,55,-1.46314105078776,4,8,16,2,2011,230
4,0,1,2,-1.02725807719764,-0.924884802478124,100,-0.924884802478124,2,8,7,11,2011,410
3,0,1,1,1.60844439552919,1.67698313489542,55,1.67698313489542,3,17,9,8,2011,532
2,0,1,1,1.18673199989289,1.13872688658578,48,1.13872688658578,5,17,14,6,2012,867
3,0,1,2,0.765019604256603,0.779889387712691,69,0.779889387712691,4,23,14,9,2011,72
2,0,1,1,0.554163406438457,0.779889387712691,64,0.779889387712691,5,20,12,5,2011,276
3,0,1,1,1.08130390098382,1.04872144132389,65,1.04872144132389,2,19,15,8,2011,397
4,0,1,1,-0.289261384834126,-0.207209804731939,82,-0.207209804731939,2,21,3,12,2012,221
1,0,0,1,-1.02725807719764,-1.10430355191467,45,-1.10430355191467,7,23,15,1,2011,44
3,0,1,3,0.554163406438457,0.421051888839598,88,0.421051888839598,3,15,18,9,2012,36
1,0,1,1,1.08130390098382,0.959308137149237,37,0.959308137149238,6,17,18,3,2011,332
4,0,0,1,-1.02725807719764,-0.835471498303476,81,-0.835471498303476,1,9,4,12,2011,126
1,0,0,1,-0.289261384834126,-0.207209804731939,44,-0.207209804731939,7,20,18,2,2012,148
4,0,0,1,-0.394689483743199,-0.297215249993837,50,-0.297215249993837,7,20,12,11,2011,132
1,0,1,1,-1.76525476956115,-1.73256524548621,28,-1.73256524548621,5,18,10,2,2011,160
2,0,0,3,0.132451010802165,0.151627694141154,83,0.151627694141154,1,6,6,5,2012,17
1,0,1,2,-1.65982667065207,-1.82197854966086,47,-1.82197854966086,4,18,9,2,2011,170
1,0,0,1,-1.76525476956115,-2.0914027443593,40,-2.0914027443593,1,13,12,2,2012,138
4,0,0,3,-0.605545681561345,-0.476633999430383,87,-0.476633999430383,7,18,1,10,2011,140
2,0,1,1,0.65959150534753,0.779889387712691,69,0.779889387712691,4,14,2,5,2012,240
4,0,1,3,0.237879109711238,0.241633139403052,77,0.241633139403052,2,23,1,10,2012,105
4,0,0,2,-0.500117582652272,-0.386628554168485,82,-0.386628554168485,1,19,7,10,2012,114
2,0,0,1,-0.921829978288564,-1.01489024774002,57,-1.01489024774002,1,7,3,4,2011,33
1,0,1,2,-1.44897047283393,-1.37372774661312,87,-1.37372774661312,2,23,9,1,2012,52
2,0,1,2,0.554163406438457,0.869302691887339,38,0.86930269188734,3,12,10,5,2011,217
2,0,1,1,0.765019604256603,0.869302691887339,57,0.86930269188734,2,11,16,5,2011,185
4,0,0,1,-1.02725807719764,-1.19430899717657,52,-1.19430899717657,7,3,5,11,2011,8
4,0,1,2,0.765019604256603,0.600470638276144,89,0.600470638276145,5,4,4,10,2012,10
2,0,1,1,0.343307208620311,0.3310464435777,43,0.3310464435777,5,22,17,5,2012,251
1,0,1,1,-0.710973780470418,-0.924884802478124,53,-0.924884802478124,4,17,2,2,2011,190
4,0,1,1,0.0270229118930925,0.0616222488792559,77,0.061622248879256,4,8,10,10,2012,839
4,0,0,1,-1.23811427501578,-1.19430899717657,70,-1.19430899717657,7,9,3,12,2011,124
1,0,1,1,0.132451010802165,0.151627694141154,63,0.151627694141154,4,1,14,3,2012,27
2,0,1,2,0.448735307529384,0.421051888839598,78,0.421051888839598,5,12,19,5,2011,168
1,0,0,1,-0.289261384834126,-0.207209804731939,33,-0.207209804731939,7,21,18,2,2012,114
2,0,0,2,-0.289261384834126,-0.207209804731939,77,-0.207209804731939,1,0,17,4,2011,33
2,0,1,2,0.237879109711238,0.241633139403052,68,0.241633139403052,3,11,19,4,2011,72
1,0,1,1,-1.44897047283393,-1.73256524548621,35,-1.73256524548621,3,16,8,2,2011,83
